Age,Gender,Education Level,Job Title,Years of Experience,Monthly Salary
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Director of HR,13,13500000
28,Male,Bachelor's Degree,Web Developer,4,6500000
32,Female,Master's Degree,Senior Human Resources Manager,6,8000000
45,Male,PhD,Director of HR,14,14000000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
38,Male,Master's Degree,Senior HR Generalist,8,9500000
27,Female,High School,Junior HR Generalist,1,3200000
33,Male,Bachelor's Degree,Web Developer,5,7000000
42,Female,Master's Degree,Director of HR,12,12000000
29,Male,Master's Degree,Senior Human Resources Manager,4,7000000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Coordinator,2,3300000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,11,11500000
24,Female,Bachelor's Degree,Web Developer,1,4000000
39,Male,Master's Degree,Senior HR Generalist,10,10500000
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Director of HR,13,13500000
28,Male,Bachelor's Degree,Web Developer,4,6500000
32,Female,Master's Degree,Senior Human Resources Manager,6,8000000
45,Male,PhD,Director of HR,14,14000000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
38,Male,Master's Degree,Senior HR Generalist,8,9500000
27,Female,High School,Junior HR Generalist,1,3200000
33,Male,Bachelor's Degree,Web Developer,5,7000000
42,Female,Master's Degree,Director of HR,12,12000000
29,Male,Master's Degree,Senior Human Resources Manager,4,7000000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Coordinator,2,3300000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,11,11500000
32,Male,Bachelor's Degree,Junior Web Developer,2,4500000
24,Female,High School,Junior HR Generalist,1,3200000
45,Male,PhD,Senior Human Resources Manager,12,12000000
29,Female,Master's Degree,Web Developer,4,6500000
38,Male,Bachelor's Degree,Senior HR Generalist,8,9500000
27,Female,Master's Degree,Director of HR,5,8000000
31,Female,High School,Junior HR Coordinator,3,3800000
42,Male,Master's Degree,Web Developer,10,11000000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
36,Male,Master's Degree,Senior HR Generalist,7,8900000
28,Male,High School,Junior HR Generalist,1,3200000
33,Female,Bachelor's Degree,Web Developer,5,7000000
46,Male,PhD,Director of HR,15,15000000
25,Female,Bachelor's Degree,Junior Web Developer,1,4000000
37,Female,Master's Degree,Senior Human Resources Manager,9,10500000
30,Male,Master's Degree,Web Developer,4,6500000
43,Female,PhD,Director of HR,14,14000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
26,Female,High School,Junior HR Generalist,2,3500000
41,Male,Master's Degree,Senior HR Generalist,11,11500000
29,Female,Master's Degree,Web Developer,5,7000000
35,Male,Bachelor's Degree,Web Developer,6,8000000
27,Female,High School,Junior HR Coordinator,1,3000000
40,Male,PhD,Director of HR,13,13500000
23,Female,Bachelor's Degree,Junior Web Developer,1,4000000
39,Male,Master's Degree,Senior HR Generalist,10,10500000
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Senior Human Resources Manager,12,12000000
28,Male,Master's Degree,Web Developer,3,5500000
32,Female,Bachelor's Degree,Junior Web Developer,2,4500000
45,Male,Master's Degree,Director of HR,14,14000000
26,Female,Bachelor's Degree,Web Developer,3,5500000
38,Male,PhD,Senior Human Resources Manager,11,11500000
27,Female,Master's Degree,Senior HR Generalist,4,7000000
33,Male,High School,Junior HR Coordinator,3,3800000
42,Female,Master's Degree,Director of HR,13,13500000
29,Male,Bachelor's Degree,Junior Web Developer,2,4500000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Generalist,1,3200000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Web Developer,4,6500000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,12,12000000
24,Female,Bachelor's Degree,Junior Web Developer,1,4000000
39,Male,Master's Degree,Senior HR Generalist,9,9500000
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Director of HR,14,14000000
28,Male,Bachelor's Degree,Web Developer,3,5500000
32,Female,Master's Degree,Senior Human Resources Manager,6,8000000
45,Male,PhD,Director of HR,13,13500000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
38,Male,Master's Degree,Senior HR Generalist,8,9500000
27,Female,High School,Junior HR Generalist,1,3200000
33,Male,Bachelor's Degree,Web Developer,5,7000000
42,Female,Master's Degree,Director of HR,12,12000000
29,Male,Master's Degree,Senior Human Resources Manager,4,7000000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Coordinator,2,3300000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,11,11500000
24,Female,Bachelor's Degree,Web Developer,1,4000000
39,Male,Master's Degree,Senior HR Generalist,10,10500000
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Director of HR,13,13500000
28,Male,Bachelor's Degree,Web Developer,4,6500000
32,Female,Master's Degree,Senior Human Resources Manager,6,8000000
45,Male,PhD,Director of HR,14,14000000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
38,Male,Master's Degree,Senior HR Generalist,8,9500000
27,Female,High School,Junior HR Generalist,1,3200000
33,Male,Bachelor's Degree,Web Developer,5,7000000
42,Female,Master's Degree,Director of HR,12,12000000
29,Male,Master's Degree,Senior Human Resources Manager,4,7000000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Coordinator,2,3300000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,11,11500000
24,Female,Bachelor's Degree,Web Developer,1,4000000
39,Male,Master's Degree,Senior HR Generalist,10,10500000
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Director of HR,13,13500000
28,Male,Bachelor's Degree,Web Developer,4,6500000
32,Female,Master's Degree,Senior Human Resources Manager,6,8000000
45,Male,PhD,Director of HR,14,14000000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
38,Male,Master's Degree,Senior HR Generalist,8,9500000
27,Female,High School,Junior HR Generalist,1,3200000
33,Male,Bachelor's Degree,Web Developer,5,7000000
42,Female,Master's Degree,Director of HR,12,12000000
29,Male,Master's Degree,Senior Human Resources Manager,4,7000000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Coordinator,2,3300000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,11,11500000
24,Female,Bachelor's Degree,Web Developer,1,4000000
39,Male,Master's Degree,Senior HR Generalist,10,10500000
31,Male,High School,Junior HR Generalist,2,3500000
44,Female,PhD,Director of HR,13,13500000
28,Male,Bachelor's Degree,Web Developer,4,6500000
32,Female,Master's Degree,Senior Human Resources Manager,6,8000000
45,Male,PhD,Director of HR,14,14000000
26,Female,Bachelor's Degree,Junior Web Developer,2,4500000
38,Male,Master's Degree,Senior HR Generalist,8,9500000
27,Female,High School,Junior HR Generalist,1,3200000
33,Male,Bachelor's Degree,Web Developer,5,7000000
42,Female,Master's Degree,Director of HR,12,12000000
29,Male,Master's Degree,Senior Human Resources Manager,4,7000000
36,Female,Master's Degree,Web Developer,7,8500000
30,Male,High School,Junior HR Coordinator,2,3300000
43,Female,PhD,Senior Human Resources Manager,15,15000000
34,Male,Bachelor's Degree,Junior Web Developer,3,5000000
25,Female,Master's Degree,Junior HR Generalist,1,3200000
37,Male,PhD,Director of HR,11,11500000
28,Male,Bachelor's Degree,Software Engineer,3,6000000
37,Female,Master's Degree,Marketing Manager,9,10000000
43,Male,PhD,Data Scientist,15,15000000
31,Female,Bachelor's Degree,Human Resources Coordinator,4,5500000
24,Male,High School,Junior Sales Associate,1,3000000
29,Female,Master's Degree,Software Developer,5,7000000
35,Male,Bachelor's Degree,Operations Manager,8,9000000
26,Female,Master's Degree,Marketing Coordinator,2,4000000
42,Male,PhD,Data Scientist,12,13000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,8,8500000
31,Male,Bachelor's Degree,Operations Manager,5,7000000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,13,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
28,Male,High School,Junior Sales Associate,2,3500000
39,Female,Master's Degree,Marketing Manager,10,11000000
31,Male,Bachelor's Degree,Software Engineer,4,6500000
45,Male,PhD,Data Scientist,18,18000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,11,12000000
33,Male,Bachelor's Degree,Operations Manager,6,7500000
29,Female,High School,Junior Sales Associate,1,3000000
44,Male,PhD,Data Scientist,16,16000000
26,Male,Bachelor's Degree,Software Developer,3,6000000
27,Male,Bachelor's Degree,Software Engineer,3,6000000
38,Female,Master's Degree,Marketing Manager,9,10000000
44,Male,PhD,Data Scientist,15,15000000
30,Female,Bachelor's Degree,Human Resources Coordinator,4,5500000
23,Male,High School,Junior Sales Associate,1,3000000
28,Female,Master's Degree,Software Developer,5,7000000
34,Male,Bachelor's Degree,Operations Manager,8,9000000
25,Female,Master's Degree,Marketing Coordinator,2,4000000
41,Male,PhD,Data Scientist,12,13000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3500000
37,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
35,Female,Master's Degree,Marketing Coordinator,8,8500000
30,Male,Bachelor's Degree,Operations Manager,5,7000000
26,Female,Master's Degree,Human Resources Coordinator,3,5000000
41,Male,PhD,Data Scientist,13,14000000
33,Female,Bachelor's Degree,Human Resources Manager,6,7500000
27,Male,High School,Junior Sales Associate,2,3500000
38,Female,Master's Degree,Marketing Manager,10,11000000
29,Male,Bachelor's Degree,Software Engineer,4,6500000
46,Male,PhD,Data Scientist,18,18000000
26,Female,Bachelor's Degree,Junior Software Developer,1,3500000
39,Female,Master's Degree,Human Resources Manager,11,12000000
32,Male,Bachelor's Degree,Operations Manager,6,7500000
28,Female,High School,Junior Sales Associate,1,3000000
43,Male,PhD,Data Scientist,16,16000000
27,Male,Bachelor's Degree,Software Developer,3,6000000
24,Male,Bachelor's Degree,Software Engineer,2,5500000
32,Female,Master's Degree,Marketing Manager,7,9000000
45,Male,PhD,Data Scientist,16,16000000
28,Female,Bachelor's Degree,Human Resources Coordinator,4,6000000
22,Male,High School,Junior Sales Associate,1,2500000
29,Female,Master's Degree,Software Developer,5,7000000
36,Male,Bachelor's Degree,Operations Manager,8,10000000
27,Female,Bachelor's Degree,Marketing Coordinator,3,4500000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
25,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
36,Female,Master's Degree,Marketing Coordinator,9,10000000
31,Male,Bachelor's Degree,Operations Manager,6,7500000
27,Female,Master's Degree,Human Resources Coordinator,3,5000000
42,Male,PhD,Data Scientist,14,14000000
34,Female,Bachelor's Degree,Human Resources Manager,6,7500000
26,Male,High School,Junior Sales Associate,2,3000000
39,Female,Master's Degree,Marketing Manager,11,12000000
30,Male,Bachelor's Degree,Software Engineer,4,6500000
47,Male,PhD,Data Scientist,19,19000000
25,Female,Bachelor's Degree,Junior Software Developer,1,3500000
40,Female,Master's Degree,Human Resources Manager,12,13000000
33,Male,Bachelor's Degree,Operations Manager,7,8500000
29,Female,High School,Junior Sales Associate,1,2500000
44,Male,PhD,Data Scientist,15,15000000
28,Male,Bachelor's Degree,Software Developer,3,6000000
31,Male,Bachelor's Degree,Software Engineer,5,8000000
27,Female,Master's Degree,Marketing Manager,3,6000000
